date,subcategory,year,month,sumOfLeads
2019-05-10,Land,2019,5,10199.194676032
2019-05-10,Mobile Phones & Gadgets,2019,5,101034.562944868
2019-05-10,Moms & Kids,2019,5,4038.34410018
2019-05-10,Motorcycle Accessories & Parts,2019,5,11560.74776064
2019-05-10,Motorcycles,2019,5,51596.072026794
2019-05-10,Music Instruments,2019,5,1816.76383962
2019-05-10,Music/Movies/Books/Magazines,2019,5,379.463213416
2019-05-10,Other Accessories & Parts,2019,5,886.868356038
2019-05-10,Others,2019,5,1730.97999
2019-05-10,Pets,2019,5,14921.251291116
2019-05-10,Professional/Business Equipment,2019,5,2881.903878944
2019-05-10,Rooms,2019,5,35818.824243174
2019-05-10,Services,2019,5,6065.37375287
2019-05-10,Shoes,2019,5,5164.202833264
2019-05-10,Sports & Outdoors,2019,5,5732.067855052
2019-05-10,TV/Audio/Video,2019,5,7899.701636128
2019-05-10,Textbooks,2019,5,90.8653846
2019-05-10,Tickets & Vouchers,2019,5,228.899077448
2019-05-10,Tours and Holidays,2019,5,485.04029886
2019-05-10,Watches & Fashion Accessories,2019,5,6685.315305084
2019-05-10,Wedding,2019,5,157.816110648
2019-05-11,Accessories for Phones & Gadgets,2019,5,2554.041621126
2019-05-11,Accommodation & Homestays,2019,5,2565.66268028
2019-05-11,Apartments,2019,5,66262.4482864
2019-05-11,Bags & Wallets,2019,5,4049.198544524
2019-05-11,Bed & Bath,2019,5,772.178658128
2019-05-11,Business for Sale,2019,5,1908.647511708
2019-05-11,Cameras & Photography,2019,5,5564.937370112
2019-05-11,Car Accessories & Parts,2019,5,44492.034939692
2019-05-11,Cars,2019,5,141229.388419416
2019-05-11,Clothes,2019,5,4829.72362384
2019-05-11,Commercial Properties,2019,5,5208.70892976
2019-05-11,Commercial Vehicle & Boats,2019,5,5746.310782326
2019-05-11,Computers & Accessories,2019,5,12630.75277464
2019-05-11,Food,2019,5,2237.646579376
2019-05-11,Furniture & Decoration,2019,5,11262.81056016
2019-05-11,Games & Consoles,2019,5,8211.579563232
2019-05-11,Garden Items,2019,5,1430.30340096
2019-05-11,Health & Beauty,2019,5,2060.830724384
2019-05-11,Hobby & Collectibles,2019,5,10252.277097976
2019-05-11,Home Appliances & Kitchen,2019,5,19014.328996416
2019-05-11,Houses,2019,5,67301.65140723
2019-05-11,Jobs,2019,5,30297.616685196
2019-05-11,Land,2019,5,10464.254274128
2019-05-11,Mobile Phones & Gadgets,2019,5,103116.65581784
2019-05-11,Moms & Kids,2019,5,3539.917846374
2019-05-11,Motorcycle Accessories & Parts,2019,5,11538.515553408
2019-05-11,Motorcycles,2019,5,51992.880878196
2019-05-11,Music Instruments,2019,5,1668.67772148
2019-05-11,Music/Movies/Books/Magazines,2019,5,576.354503396
2019-05-11,Other Accessories & Parts,2019,5,812.027144558
2019-05-11,Others,2019,5,1328.6030625
2019-05-11,Pets,2019,5,14935.890733148
2019-05-11,Professional/Business Equipment,2019,5,2338.71780752
2019-05-11,Rooms,2019,5,36587.69611812
2019-05-11,Services,2019,5,5457.6751701
2019-05-11,Shoes,2019,5,4630.101969624
2019-05-11,Sports & Outdoors,2019,5,5905.98647518
2019-05-11,TV/Audio/Video,2019,5,8898.80261368
2019-05-11,Textbooks,2019,5,123.576923056
2019-05-11,Tickets & Vouchers,2019,5,365.500139796
2019-05-11,Tours and Holidays,2019,5,555.930804078
2019-05-11,Watches & Fashion Accessories,2019,5,5580.21408444
2019-05-11,Wedding,2019,5,225.45158664
2019-05-12,Accessories for Phones & Gadgets,2019,5,2462.462439492
2019-05-12,Accommodation & Homestays,2019,5,3691.490781776
2019-05-12,Apartments,2019,5,62645.36968728
2019-05-12,Bags & Wallets,2019,5,3142.826531828
2019-05-12,Bed & Bath,2019,5,1139.525786752
2019-05-12,Business for Sale,2019,5,1860.74709153
2019-05-12,Cameras & Photography,2019,5,4393.561304512
2019-05-12,Car Accessories & Parts,2019,5,41532.786969744
2019-05-12,Cars,2019,5,142571.269248408
2019-05-12,Clothes,2019,5,5511.61128056
2019-05-12,Commercial Properties,2019,5,4825.26898668
2019-05-12,Commercial Vehicle & Boats,2019,5,5163.191255282
2019-05-12,Computers & Accessories,2019,5,10815.423804432
2019-05-12,Food,2019,5,2099.196874632
2019-05-12,Furniture & Decoration,2019,5,11482.309424112
2019-05-12,Games & Consoles,2019,5,8273.67780726
2019-05-12,Garden Items,2019,5,1363.25792904
2019-05-12,Health & Beauty,2019,5,1861.51680396
2019-05-12,Hobby & Collectibles,2019,5,10585.833485504
2019-05-12,Home Appliances & Kitchen,2019,5,19125.567270576
2019-05-12,Houses,2019,5,62104.84265871
2019-05-12,Jobs,2019,5,27913.048018122
2019-05-12,Land,2019,5,10408.255767488
2019-05-12,Mobile Phones & Gadgets,2019,5,100306.379321456
2019-05-12,Moms & Kids,2019,5,3205.208245278
2019-05-12,Motorcycle Accessories & Parts,2019,5,12676.063490112
2019-05-12,Motorcycles,2019,5,49571.982839826
2019-05-12,Music Instruments,2019,5,1632.55915608
2019-05-12,Music/Movies/Books/Magazines,2019,5,397.362421596
2019-05-12,Other Accessories & Parts,2019,5,696.023266764
2019-05-12,Others,2019,5,1184.35473
2019-05-12,Pets,2019,5,14394.231377964
2019-05-12,Professional/Business Equipment,2019,5,2138.795156232
2019-05-12,Rooms,2019,5,35565.05864898
2019-05-12,Services,2019,5,5337.68373019
2019-05-12,Shoes,2019,5,4538.015613824
2019-05-12,Sports & Outdoors,2019,5,5757.430987154
2019-05-12,TV/Audio/Video,2019,5,8472.662770208
2019-05-12,Textbooks,2019,5,39.980769224
2019-05-12,Tickets & Vouchers,2019,5,225.207156844
2019-05-12,Tours and Holidays,2019,5,671.59425996
2019-05-12,Watches & Fashion Accessories,2019,5,6065.291517924
2019-05-12,Wedding,2019,5,161.573637092
2019-05-13,Accessories for Phones & Gadgets,2019,5,2499.772476454
2019-05-13,Accommodation & Homestays,2019,5,4373.114598328
2019-05-13,Apartments,2019,5,93652.69998919
2019-05-13,Bags & Wallets,2019,5,3286.519655792
2019-05-13,Bed & Bath,2019,5,1368.18063212
2019-05-13,Business for Sale,2019,5,2291.850873132
2019-05-13,Cameras & Photography,2019,5,4216.95383616
2019-05-13,Car Accessories & Parts,2019,5,50827.48227685
2019-05-13,Cars,2019,5,163295.476625952
2019-05-13,Clothes,2019,5,5492.77460496
2019-05-13,Commercial Properties,2019,5,9437.93760888
2019-05-13,Commercial Vehicle & Boats,2019,5,7170.893930674
2019-05-13,Computers & Accessories,2019,5,12470.362263216
2019-05-13,Food,2019,5,2656.73757752
2019-05-13,Furniture & Decoration,2019,5,13065.579918192
2019-05-13,Games & Consoles,2019,5,7429.872256056
2019-05-13,Garden Items,2019,5,1877.27321376
2019-05-13,Health & Beauty,2019,5,2260.144644808
2019-05-13,Hobby & Collectibles,2019,5,9262.604299816
2019-05-13,Home Appliances & Kitchen,2019,5,20326.940631504
2019-05-13,Houses,2019,5,91100.50407864
2019-05-13,Jobs,2019,5,56083.291424064
2019-05-13,Land,2019,5,13428.441892272
2019-05-13,Mobile Phones & Gadgets,2019,5,96325.154284912
2019-05-13,Moms & Kids,2019,5,3390.753785016
2019-05-13,Motorcycle Accessories & Parts,2019,5,12375.92869248
2019-05-13,Motorcycles,2019,5,56445.14899989
2019-05-13,Music Instruments,2019,5,2055.14637126
2019-05-13,Music/Movies/Books/Magazines,2019,5,386.622896688
2019-05-13,Other Accessories & Parts,2019,5,767.12241767
2019-05-13,Others,2019,5,1776.532095
2019-05-13,Pets,2019,5,15938.69251234
2019-05-13,Professional/Business Equipment,2019,5,4190.831426056
2019-05-13,Rooms,2019,5,41886.473226738
2019-05-13,Services,2019,5,6785.32239233
2019-05-13,Shoes,2019,5,4313.324905672
2019-05-13,Sports & Outdoors,2019,5,6163.241100786
2019-05-13,TV/Audio/Video,2019,5,8852.249521536
2019-05-13,Textbooks,2019,5,79.961538448
2019-05-13,Tickets & Vouchers,2019,5,354.424377984
2019-05-13,Tours and Holidays,2019,5,735.022606734
2019-05-13,Watches & Fashion Accessories,2019,5,6316.948231536
2019-05-13,Wedding,2019,5,184.118795756
2019-05-14,Accessories for Phones & Gadgets,2019,5,2425.15240253
2019-05-14,Accommodation & Homestays,2019,5,3882.958145976
2019-05-14,Apartments,2019,5,91585.79793255
2019-05-14,Bags & Wallets,2019,5,3518.63931758
2019-05-14,Bed & Bath,2019,5,1143.27422684
2019-05-14,Business for Sale,2019,5,2041.294829124
2019-05-14,Cameras & Photography,2019,5,5262.18171008
2019-05-14,Car Accessories & Parts,2019,5,48716.896442922
2019-05-14,Cars,2019,5,154694.591525232
2019-05-14,Clothes,2019,5,5142.4124388
2019-05-14,Commercial Properties,2019,5,8693.8363332
2019-05-14,Commercial Vehicle & Boats,2019,5,6465.983616336
2019-05-14,Computers & Accessories,2019,5,12707.302791456
2019-05-14,Food,2019,5,2630.544390136
2019-05-14,Furniture & Decoration,2019,5,11921.307152016
2019-05-14,Games & Consoles,2019,5,6761.402923284
2019-05-14,Garden Items,2019,5,1612.81607452
2019-05-14,Health & Beauty,2019,5,1857.756163952
2019-05-14,Hobby & Collectibles,2019,5,9449.542495024
2019-05-14,Home Appliances & Kitchen,2019,5,19166.354637768
2019-05-14,Houses,2019,5,85073.54608161
2019-05-14,Jobs,2019,5,55811.39915694
2019-05-14,Land,2019,5,12230.073850176
2019-05-14,Mobile Phones & Gadgets,2019,5,95487.19423586
2019-05-14,Moms & Kids,2019,5,3619.95709881
2019-05-14,Motorcycle Accessories & Parts,2019,5,11582.979967872
2019-05-14,Motorcycles,2019,5,54242.6778522
2019-05-14,Music Instruments,2019,5,1993.74481008
2019-05-14,Music/Movies/Books/Magazines,2019,5,619.312603028
2019-05-14,Other Accessories & Parts,2019,5,632.408237006
2019-05-14,Others,2019,5,1727.18398125
2019-05-14,Pets,2019,5,15020.067524832
2019-05-14,Professional/Business Equipment,2019,5,3379.824444416
2019-05-14,Rooms,2019,5,39042.026044056
2019-05-14,Services,2019,5,7211.09846943
2019-05-14,Shoes,2019,5,4836.375406616
2019-05-14,Sports & Outdoors,2019,5,5692.211504606
2019-05-14,TV/Audio/Video,2019,5,8898.80261368
2019-05-14,Textbooks,2019,5,32.711538456
2019-05-14,Tickets & Vouchers,2019,5,383.959742816
2019-05-14,Tours and Holidays,2019,5,813.375270396
2019-05-14,Watches & Fashion Accessories,2019,5,6740.023286304
2019-05-14,Wedding,2019,5,266.784377524
2019-05-15,Accessories for Phones & Gadgets,2019,5,2774.510021356
2019-05-15,Accommodation & Homestays,2019,5,3680.002739924
2019-05-15,Apartments,2019,5,88774.20322315
2019-05-15,Bags & Wallets,2019,5,4144.9939605
2019-05-15,Bed & Bath,2019,5,1075.802305256
2019-05-15,Business for Sale,2019,5,2406.074952018
2019-05-15,Cameras & Photography,2019,5,5409.955306048
2019-05-15,Car Accessories & Parts,2019,5,48215.078832058
2019-05-15,Cars,2019,5,155251.329315984
2019-05-15,Clothes,2019,5,6389.40036352
2019-05-15,Commercial Properties,2019,5,9183.57645852
2019-05-15,Commercial Vehicle & Boats,2019,5,5849.64842003
2019-05-15,Computers & Accessories,2019,5,12375.58605192
2019-05-15,Food,2019,5,2387.321935856
2019-05-15,Furniture & Decoration,2019,5,11381.555847216
2019-05-15,Games & Consoles,2019,5,7309.328605884
2019-05-15,Garden Items,2019,5,1635.16456516
2019-05-15,Health & Beauty,2019,5,2662.533125664
2019-05-15,Hobby & Collectibles,2019,5,9537.513410416
2019-05-15,Home Appliances & Kitchen,2019,5,17108.446565808
2019-05-15,Houses,2019,5,82281.56430411
2019-05-15,Jobs,2019,5,51167.185296876
2019-05-15,Land,2019,5,12379.403201216
2019-05-15,Mobile Phones & Gadgets,2019,5,98184.035092416
2019-05-15,Moms & Kids,2019,5,3881.903743146
2019-05-15,Motorcycle Accessories & Parts,2019,5,11683.024900416
2019-05-15,Motorcycles,2019,5,53216.071466004
2019-05-15,Music Instruments,2019,5,2315.20004214
2019-05-15,Music/Movies/Books/Magazines,2019,5,465.37941268
2019-05-15,Other Accessories & Parts,2019,5,677.312963894
2019-05-15,Others,2019,5,1563.955605
2019-05-15,Pets,2019,5,14149.020723928
2019-05-15,Professional/Business Equipment,2019,5,3481.671832808
2019-05-15,Rooms,2019,5,40735.05918741
2019-05-15,Services,2019,5,7040.78803859
2019-05-15,Shoes,2019,5,5871.426045808
2019-05-15,Sports & Outdoors,2019,5,5945.842825626
2019-05-15,TV/Audio/Video,2019,5,8769.886358512
2019-05-15,Textbooks,2019,5,116.307692288
2019-05-15,Tickets & Vouchers,2019,5,317.505171944
2019-05-15,Tours and Holidays,2019,5,1003.660310718
2019-05-15,Watches & Fashion Accessories,2019,5,6233.062660332
2019-05-15,Wedding,2019,5,353.207485736
2019-05-16,Accessories for Phones & Gadgets,2019,5,2693.106304348
2019-05-16,Accommodation & Homestays,2019,5,3997.838564496
2019-05-16,Apartments,2019,5,90521.95128575
2019-05-16,Bags & Wallets,2019,5,2737.538233468
2019-05-16,Bed & Bath,2019,5,997.085063408
2019-05-16,Business for Sale,2019,5,2199.734680482
2019-05-16,Cameras & Photography,2019,5,5377.517199616
2019-05-16,Car Accessories & Parts,2019,5,47783.3680933
2019-05-16,Cars,2019,5,160147.766809008
2019-05-16,Clothes,2019,5,5775.32473896
2019-05-16,Commercial Properties,2019,5,9039.31192548
2019-05-16,Commercial Vehicle & Boats,2019,5,6281.452120436
2019-05-16,Computers & Accessories,2019,5,12645.333730224
2019-05-16,Food,2019,5,2619.3187384
2019-05-16,Furniture & Decoration,2019,5,11090.090142624
2019-05-16,Games & Consoles,2019,5,8372.304430128
2019-05-16,Garden Items,2019,5,1638.8893136
2019-05-16,Health & Beauty,2019,5,1872.798723984
2019-05-16,Hobby & Collectibles,2019,5,9519.186136376
2019-05-16,Home Appliances & Kitchen,2019,5,16741.36026108
2019-05-16,Houses,2019,5,77650.59719583
2019-05-16,Jobs,2019,5,47768.531957826
2019-05-16,Land,2019,5,11826.884602368
2019-05-16,Mobile Phones & Gadgets,2019,5,97276.549973792
2019-05-16,Moms & Kids,2019,5,3081.511218786
2019-05-16,Motorcycle Accessories & Parts,2019,5,13454.190743232
2019-05-16,Motorcycles,2019,5,53358.048944946
2019-05-16,Music Instruments,2019,5,1712.01999996
2019-05-16,Music/Movies/Books/Magazines,2019,5,504.757670676
2019-05-16,Other Accessories & Parts,2019,5,643.634418728
2019-05-16,Others,2019,5,1601.9156925
2019-05-16,Pets,2019,5,14086.803095292
2019-05-16,Professional/Business Equipment,2019,5,3021.472522296
2019-05-16,Rooms,2019,5,38155.740237468
2019-05-16,Services,2019,5,6824.02930843
2019-05-16,Shoes,2019,5,4840.058860848
2019-05-16,Sports & Outdoors,2019,5,5449.450097344
2019-05-16,TV/Audio/Video,2019,5,8748.400315984
2019-05-16,Textbooks,2019,5,69.057692296
2019-05-16,Tickets & Vouchers,2019,5,409.803187044
2019-05-16,Tours and Holidays,2019,5,667.863180738
2019-05-16,Watches & Fashion Accessories,2019,5,5737.043630604
2019-05-16,Wedding,2019,5,161.573637092
2019-05-17,Accessories for Phones & Gadgets,2019,5,2116.496642208
2019-05-17,Accommodation & Homestays,2019,5,3967.203786224
2019-05-17,Apartments,2019,5,79803.69631924
2019-05-17,Bags & Wallets,2019,5,2254.876714512
2019-05-17,Bed & Bath,2019,5,1072.053865168
2019-05-17,Business for Sale,2019,5,1776.000194292
2019-05-17,Cameras & Photography,2019,5,5348.683327232
2019-05-17,Car Accessories & Parts,2019,5,46805.56171919
2019-05-17,Cars,2019,5,147025.171574424
2019-05-17,Clothes,2019,5,5681.14136096
2019-05-17,Commercial Properties,2019,5,7896.5849664
2019-05-17,Commercial Vehicle & Boats,2019,5,5731.548262654
2019-05-17,Computers & Accessories,2019,5,12926.017125216
2019-05-17,Food,2019,5,2450.93396236
2019-05-17,Furniture & Decoration,2019,5,10852.599568512
2019-05-17,Games & Consoles,2019,5,8814.297814092
2019-05-17,Garden Items,2019,5,1556.94484792
2019-05-17,Health & Beauty,2019,5,1752.458243728
2019-05-17,Hobby & Collectibles,2019,5,9995.695261416
2019-05-17,Home Appliances & Kitchen,2019,5,15009.751126656
2019-05-17,Houses,2019,5,73745.5453497
2019-05-17,Jobs,2019,5,37851.812647452
2019-05-17,Land,2019,5,10012.532987232
2019-05-17,Mobile Phones & Gadgets,2019,5,99816.044620264
2019-05-17,Moms & Kids,2019,5,2743.163469852
2019-05-17,Motorcycle Accessories & Parts,2019,5,11442.175988736
2019-05-17,Motorcycles,2019,5,52608.116620278
2019-05-17,Music Instruments,2019,5,1740.91485228
2019-05-17,Music/Movies/Books/Magazines,2019,5,347.244638692
2019-05-17,Other Accessories & Parts,2019,5,744.670054226
2019-05-17,Others,2019,5,1571.5476225
2019-05-17,Pets,2019,5,13219.416154896
2019-05-17,Professional/Business Equipment,2019,5,2749.879486584
2019-05-17,Rooms,2019,5,35368.106247516
2019-05-17,Services,2019,5,5895.06332203
2019-05-17,Shoes,2019,5,3698.188048928
2019-05-17,Sports & Outdoors,2019,5,5304.517913904
2019-05-17,TV/Audio/Video,2019,5,8766.305351424
2019-05-17,Textbooks,2019,5,47.249999992
2019-05-17,Tickets & Vouchers,2019,5,383.959742816
2019-05-17,Tours and Holidays,2019,5,656.669943072
2019-05-17,Watches & Fashion Accessories,2019,5,5489.03411574
2019-05-17,Wedding,2019,5,217.936533752
2019-05-18,Accessories for Phones & Gadgets,2019,5,2238.60221772
2019-05-18,Accommodation & Homestays,2019,5,3117.088689176
2019-05-18,Apartments,2019,5,55825.35279083
2019-05-18,Bags & Wallets,2019,5,2048.548126256
2019-05-18,Bed & Bath,2019,5,854.644340064
2019-05-18,Business for Sale,2019,5,1418.58936681
2019-05-18,Cameras & Photography,2019,5,4429.603644992
2019-05-18,Car Accessories & Parts,2019,5,42761.502149286
2019-05-18,Cars,2019,5,130579.993755288
2019-05-18,Clothes,2019,5,4144.068632
2019-05-18,Commercial Properties,2019,5,5280.84119628
2019-05-18,Commercial Vehicle & Boats,2019,5,4834.72519258
2019-05-18,Computers & Accessories,2019,5,10144.699847568
2019-05-18,Food,2019,5,1762.427322552
2019-05-18,Furniture & Decoration,2019,5,10194.102976656
2019-05-18,Games & Consoles,2019,5,8262.719293608
2019-05-18,Garden Items,2019,5,1340.9094384
2019-05-18,Health & Beauty,2019,5,1342.548482856
2019-05-18,Hobby & Collectibles,2019,5,7943.040568936
2019-05-18,Home Appliances & Kitchen,2019,5,14798.398405752
2019-05-18,Houses,2019,5,55441.31281641
2019-05-18,Jobs,2019,5,24407.842304118
2019-05-18,Land,2019,5,8093.650826368
2019-05-18,Mobile Phones & Gadgets,2019,5,89734.909532324
2019-05-18,Moms & Kids,2019,5,2946.89974878
2019-05-18,Motorcycle Accessories & Parts,2019,5,10163.824072896
2019-05-18,Motorcycles,2019,5,46302.860375982
2019-05-18,Music Instruments,2019,5,1581.99316452
2019-05-18,Music/Movies/Books/Magazines,2019,5,418.841471412
2019-05-18,Other Accessories & Parts,2019,5,475.241692898
2019-05-18,Others,2019,5,1324.80705375
2019-05-18,Pets,2019,5,12791.21247546
2019-05-18,Professional/Business Equipment,2019,5,2184.060662184
2019-05-18,Rooms,2019,5,29539.072673418
2019-05-18,Services,2019,5,5000.93356012
2019-05-18,Shoes,2019,5,3989.180933256
2019-05-18,Sports & Outdoors,2019,5,4612.466737978
2019-05-18,TV/Audio/Video,2019,5,7838.824515632
2019-05-18,Textbooks,2019,5,39.980769224
2019-05-18,Tickets & Vouchers,2019,5,269.510204092
2019-05-18,Tours and Holidays,2019,5,559.6618833
2019-05-18,Watches & Fashion Accessories,2019,5,4621.000813716
2019-05-18,Wedding,2019,5,116.483319764
2019-05-19,Accessories for Phones & Gadgets,2019,5,2713.4572336
2019-05-19,Accommodation & Homestays,2019,5,3503.85276486
2019-05-19,Apartments,2019,5,60791.23696
2019-05-19,Bags & Wallets,2019,5,2708.06272086
2019-05-19,Bed & Bath,2019,5,1068.30542508
2019-05-19,Business for Sale,2019,5,1728.099774114
2019-05-19,Cameras & Photography,2019,5,6029.883562304
2019-05-19,Car Accessories & Parts,2019,5,42639.737581944
2019-05-19,Cars,2019,5,144848.184059304
2019-05-19,Clothes,2019,5,5138.64510368
2019-05-19,Commercial Properties,2019,5,4646.83653792
2019-05-19,Commercial Vehicle & Boats,2019,5,5070.925507332
2019-05-19,Computers & Accessories,2019,5,11843.381173104
2019-05-19,Food,2019,5,1822.297465144
2019-05-19,Furniture & Decoration,2019,5,11957.290572336
2019-05-19,Games & Consoles,2019,5,8543.987810676
2019-05-19,Garden Items,2019,5,1322.2856962
2019-05-19,Health & Beauty,2019,5,1624.596483456
2019-05-19,Hobby & Collectibles,2019,5,9500.858862336
2019-05-19,Home Appliances & Kitchen,2019,5,16648.66169928
2019-05-19,Houses,2019,5,63902.87892342
2019-05-19,Jobs,2019,5,25973.059949994
2019-05-19,Land,2019,5,10561.318352304
2019-05-19,Mobile Phones & Gadgets,2019,5,102531.18154776
2019-05-19,Moms & Kids,2019,5,3161.550471222
2019-05-19,Motorcycle Accessories & Parts,2019,5,12175.838827392
2019-05-19,Motorcycles,2019,5,48301.466425704
2019-05-19,Music Instruments,2019,5,1715.6318565
2019-05-19,Music/Movies/Books/Magazines,2019,5,357.9841636
2019-05-19,Other Accessories & Parts,2019,5,853.189810872
2019-05-19,Others,2019,5,1415.91126375
2019-05-19,Pets,2019,5,14716.299102668
2019-05-19,Professional/Business Equipment,2019,5,1780.443234112
2019-05-19,Rooms,2019,5,34175.029200186
2019-05-19,Services,2019,5,4942.87318597
2019-05-19,Shoes,2019,5,5097.900657088
2019-05-19,Sports & Outdoors,2019,5,5790.040728428
2019-05-19,TV/Audio/Video,2019,5,9700.948201392
2019-05-19,Textbooks,2019,5,47.249999992
2019-05-19,Tickets & Vouchers,2019,5,324.889013152
2019-05-19,Tours and Holidays,2019,5,518.620011858
2019-05-19,Watches & Fashion Accessories,2019,5,6532.132957668
2019-05-19,Wedding,2019,5,217.936533752
2019-05-20,Accessories for Phones & Gadgets,2019,5,2872.872846074
2019-05-20,Accommodation & Homestays,2019,5,4541.605878824
2019-05-20,Apartments,2019,5,74632.64172533
2019-05-20,Bags & Wallets,2019,5,3349.155120084
2019-05-20,Bed & Bath,2019,5,1499.3760352
2019-05-20,Business for Sale,2019,5,2033.925533712
2019-05-20,Cameras & Photography,2019,5,6300.201115904
2019-05-20,Car Accessories & Parts,2019,5,50259.247629254
2019-05-20,Cars,2019,5,157749.511710384
2019-05-20,Clothes,2019,5,7229.51609528
2019-05-20,Commercial Properties,2019,5,5911.04941956
2019-05-20,Commercial Vehicle & Boats,2019,5,5631.901254868
2019-05-20,Computers & Accessories,2019,5,12842.176630608
2019-05-20,Food,2019,5,1870.941956
2019-05-20,Furniture & Decoration,2019,5,13893.198585552
2019-05-20,Games & Consoles,2019,5,9051.732276552
2019-05-20,Garden Items,2019,5,1545.7706026
2019-05-20,Health & Beauty,2019,5,2395.527685096
2019-05-20,Hobby & Collectibles,2019,5,9959.040713336
2019-05-20,Home Appliances & Kitchen,2019,5,18958.709859336
2019-05-20,Houses,2019,5,75122.9230266
2019-05-20,Jobs,2019,5,36767.917798782
2019-05-20,Land,2019,5,12584.731058896
2019-05-20,Mobile Phones & Gadgets,2019,5,107965.11461694
2019-05-20,Moms & Kids,2019,5,4322.119631544
2019-05-20,Motorcycle Accessories & Parts,2019,5,12201.776402496
2019-05-20,Motorcycles,2019,5,53197.869225114
2019-05-20,Music Instruments,2019,5,1596.44059068
2019-05-20,Music/Movies/Books/Magazines,2019,5,311.446222332
2019-05-20,Other Accessories & Parts,2019,5,613.697934136
2019-05-20,Others,2019,5,1556.3635875
2019-05-20,Pets,2019,5,15466.570506808
2019-05-20,Professional/Business Equipment,2019,5,2723.474608112
2019-05-20,Rooms,2019,5,37814.861081088
2019-05-20,Services,2019,5,5418.968254
2019-05-20,Shoes,2019,5,5145.785562104
2019-05-20,Sports & Outdoors,2019,5,5851.63690639
2019-05-20,TV/Audio/Video,2019,5,10768.088313616
2019-05-20,Textbooks,2019,5,25.442307688
2019-05-20,Tickets & Vouchers,2019,5,195.671792012
2019-05-20,Tours and Holidays,2019,5,656.669943072
2019-05-20,Watches & Fashion Accessories,2019,5,6462.836181456
2019-05-20,Wedding,2019,5,432.11554106
2019-05-21,Accessories for Phones & Gadgets,2019,5,3269.715966488
2019-05-21,Accommodation & Homestays,2019,5,4185.476581412
2019-05-21,Apartments,2019,5,90901.89651675
2019-05-21,Bags & Wallets,2019,5,3334.41736378
2019-05-21,Bed & Bath,2019,5,1113.286706136
2019-05-21,Business for Sale,2019,5,2181.311441952
2019-05-21,Cameras & Photography,2019,5,6505.64245664
2019-05-21,Car Accessories & Parts,2019,5,57428.597760936
2019-05-21,Cars,2019,5,164405.383375464
2019-05-21,Clothes,2019,5,7579.87826144
2019-05-21,Commercial Properties,2019,5,8204.09620788
2019-05-21,Commercial Vehicle & Boats,2019,5,6694.802671252
2019-05-21,Computers & Accessories,2019,5,14114.365005312
2019-05-21,Food,2019,5,2372.354400208
2019-05-21,Furniture & Decoration,2019,5,13896.796927584
2019-05-21,Games & Consoles,2019,5,9603.310797036
2019-05-21,Garden Items,2019,5,1400.50541344
2019-05-21,Health & Beauty,2019,5,2143.56480456
2019-05-21,Hobby & Collectibles,2019,5,10167.971637392
2019-05-21,Home Appliances & Kitchen,2019,5,19314.672336648
2019-05-21,Houses,2019,5,89380.6433037
2019-05-21,Jobs,2019,5,47805.274156086
2019-05-21,Land,2019,5,12782.592449024
2019-05-21,Mobile Phones & Gadgets,2019,5,117965.746992744
2019-05-21,Moms & Kids,2019,5,4289.376301002
2019-05-21,Motorcycle Accessories & Parts,2019,5,12538.964878848
2019-05-21,Motorcycles,2019,5,53004.92547168
2019-05-21,Music Instruments,2019,5,1834.82312232
2019-05-21,Music/Movies/Books/Magazines,2019,5,307.866380696
2019-05-21,Other Accessories & Parts,2019,5,868.158053168
2019-05-21,Others,2019,5,1829.6762175
2019-05-21,Pets,2019,5,16615.76670632
2019-05-21,Professional/Business Equipment,2019,5,3466.583330824
2019-05-21,Rooms,2019,5,38136.802506558
2019-05-21,Services,2019,5,7005.9518141
2019-05-21,Shoes,2019,5,6059.28221164
2019-05-21,Sports & Outdoors,2019,5,5895.116561422
2019-05-21,TV/Audio/Video,2019,5,11061.730894832
2019-05-21,Textbooks,2019,5,32.711538456
2019-05-21,Tickets & Vouchers,2019,5,339.656695568
2019-05-21,Tours and Holidays,2019,5,753.678002844
2019-05-21,Watches & Fashion Accessories,2019,5,6586.840938888
2019-05-21,Wedding,2019,5,341.934906404
2019-05-22,Accessories for Phones & Gadgets,2019,5,3486.792545176
2019-05-22,Accommodation & Homestays,2019,5,3948.057049804
2019-05-22,Apartments,2019,5,84636.59965756
2019-05-22,Bags & Wallets,2019,5,3772.865613824
2019-05-22,Bed & Bath,2019,5,1308.205590712
2019-05-22,Business for Sale,2019,5,2126.041726362
2019-05-22,Cameras & Photography,2019,5,6159.635988032
2019-05-22,Car Accessories & Parts,2019,5,54919.509706616
2019-05-22,Cars,2019,5,160261.969432752
2019-05-22,Clothes,2019,5,6415.77170936
2019-05-22,Commercial Properties,2019,5,7323.32326932
2019-05-22,Commercial Vehicle & Boats,2019,5,6037.870545848
2019-05-22,Computers & Accessories,2019,5,14187.269783232
2019-05-22,Food,2019,5,1945.77963424
2019-05-22,Furniture & Decoration,2019,5,13518.971014224
2019-05-22,Games & Consoles,2019,5,9457.197281676
2019-05-22,Garden Items,2019,5,1530.87160884
2019-05-22,Health & Beauty,2019,5,2121.000964512
2019-05-22,Hobby & Collectibles,2019,5,9533.847955608
2019-05-22,Home Appliances & Kitchen,2019,5,18472.969395504
