date,platform,year,month,sumOfLeads,ad_id
2019-05-11,Desktop,2019,5,128509.199855752,25011
2019-05-11,Mobile Web,2019,5,209271.561237064,33964
2019-05-11,iOS,2019,5,102400.03758728,13717
2019-05-12,Android,2019,5,279955.754552772,43330
2019-05-12,Desktop,2019,5,111641.375699476,21732
2019-05-12,Mobile Web,2019,5,207605.080864356,33722
2019-05-12,iOS,2019,5,98808.289187784,13094
2019-05-13,Android,2019,5,281925.864441176,44478
2019-05-13,Desktop,2019,5,244032.171842364,42136
2019-05-13,Mobile Web,2019,5,215101.915015714,34300
2019-05-13,iOS,2019,5,106138.478187918,14320
2019-05-14,Android,2019,5,284660.202852304,45040
2019-05-14,Desktop,2019,5,228210.877542078,39315
2019-05-14,Mobile Web,2019,5,212630.64224833,34058
2019-05-14,iOS,2019,5,89516.061004578,12113
2019-05-15,Android,2019,5,282596.93449248,44517
2019-05-15,Desktop,2019,5,225204.013245626,39314
2019-05-15,Mobile Web,2019,5,205308.684848574,33196
2019-05-15,iOS,2019,5,96274.867781206,12919
2019-05-16,Android,2019,5,281216.373139124,43558
2019-05-16,Desktop,2019,5,221924.44095082,38646
2019-05-16,Mobile Web,2019,5,200411.219642988,32531
2019-05-16,iOS,2019,5,95549.180946316,12908
2019-05-17,Android,2019,5,267684.562963192,41903
2019-05-17,Desktop,2019,5,192178.117596386,33980
2019-05-17,Mobile Web,2019,5,196033.531838834,32331
2019-05-17,iOS,2019,5,91361.599995858,12246
2019-05-18,Android,2019,5,241389.534726434,38534
2019-05-18,Desktop,2019,5,112142.334232004,21497
2019-05-18,Mobile Web,2019,5,195964.978510412,31922
2019-05-18,iOS,2019,5,76280.130576362,10005
2019-05-19,Android,2019,5,293748.699209126,45536
2019-05-19,Desktop,2019,5,102598.468962882,19783
2019-05-19,Mobile Web,2019,5,206520.75676189,33743
2019-05-19,iOS,2019,5,96077.036478416,12770
2019-05-20,Android,2019,5,324196.733899748,50479
2019-05-20,Desktop,2019,5,141358.228602654,26592
2019-05-20,Mobile Web,2019,5,220528.285955354,35434
2019-05-20,iOS,2019,5,103647.375308224,14079
2019-05-21,Android,2019,5,328935.849013356,50757
2019-05-21,Desktop,2019,5,217428.18705166,38333
2019-05-21,Mobile Web,2019,5,220634.9801735,35173
2019-05-21,iOS,2019,5,100723.133828418,13657
2019-05-22,Android,2019,5,335416.939542324,51383
2019-05-22,Desktop,2019,5,163692.154777504,29914
2019-05-22,Mobile Web,2019,5,223106.944380258,35564
2019-05-22,iOS,2019,5,107222.48288731,14504
2019-05-23,Android,2019,5,317836.342101004,49342
2019-05-23,Desktop,2019,5,210857.207658276,37133
2019-05-23,Mobile Web,2019,5,211977.22318238,33779
2019-05-23,iOS,2019,5,105715.084681766,14270
2019-05-24,Android,2019,5,314697.160559838,48605
2019-05-24,Desktop,2019,5,177863.224641876,32024
2019-05-24,Mobile Web,2019,5,200359.448610568,32160
2019-05-24,iOS,2019,5,100118.121670082,13270
2019-05-25,Android,2019,5,333322.856635086,50777
2019-05-25,Desktop,2019,5,121169.587191594,23148
2019-05-25,Mobile Web,2019,5,207631.269352862,33344
2019-05-25,iOS,2019,5,104249.775927456,13760
2019-05-26,Android,2019,5,331000.114106672,49971
2019-05-26,Desktop,2019,5,111777.083804756,21503
2019-05-26,Mobile Web,2019,5,210212.277957932,34016
2019-05-26,iOS,2019,5,103992.03509466,13617
2019-05-27,Android,2019,5,328906.009776522,50175
2019-05-27,Desktop,2019,5,219812.79290317,38350
2019-05-27,Mobile Web,2019,5,177430.74615883,28635
2019-05-27,iOS,2019,5,112453.760047172,13745
2019-05-28,Android,2019,5,324796.445743062,50385
2019-05-28,Desktop,2019,5,211667.775085378,37313
2019-05-28,Mobile Web,2019,5,115443.91407571,19189
2019-05-28,iOS,2019,5,113913.841896052,14405
2019-05-29,Android,2019,5,325334.58969201,49474
2019-05-29,Desktop,2019,5,200076.54803267,35944
2019-05-29,Mobile Web,2019,5,101703.060370896,17199
2019-05-29,iOS,2019,5,108105.880082698,13788
2019-05-30,Android,2019,5,330773.078302434,49972
2019-05-30,Desktop,2019,5,180695.612881324,32438
2019-05-30,Mobile Web,2019,5,86125.476399832,14263
2019-05-30,iOS,2019,5,103603.06003198,13587
2019-05-31,Android,2019,5,317707.254915208,47609
2019-05-31,Desktop,2019,5,162820.125422922,29404
2019-05-31,Mobile Web,2019,5,81432.811258196,13485
2019-05-31,iOS,2019,5,99548.973915754,12986
2019-06-01,Android,2019,6,319195.349982756,47564
2019-06-01,Desktop,2019,6,97234.422185858,18606
2019-06-01,Mobile Web,2019,6,81897.029590426,13381
2019-06-01,iOS,2019,6,99373.981696698,12953
2019-06-02,Android,2019,6,302886.475131706,45877
2019-06-02,Desktop,2019,6,94149.05280929,18505
2019-06-02,Mobile Web,2019,6,84504.366571002,13325
2019-06-02,iOS,2019,6,94320.036272604,12692
2019-06-03,Android,2019,6,286618.06899112,44083
2019-06-03,Desktop,2019,6,156468.890793364,28596
2019-06-03,Mobile Web,2019,6,78102.821454372,12575
2019-06-03,iOS,2019,6,93195.66129513,12209
2019-06-04,Android,2019,6,236236.377472558,37568
2019-06-04,Desktop,2019,6,141016.240522448,28098
2019-06-04,Mobile Web,2019,6,65380.004832708,10571
2019-06-04,iOS,2019,6,68928.85613544,9322
2019-06-05,Android,2019,6,185498.984316494,30339
2019-06-05,Desktop,2019,6,56359.571806046,11242
2019-06-05,Mobile Web,2019,6,47241.62702364,7729
2019-06-05,iOS,2019,6,48326.729229206,6823
2019-06-06,Android,2019,6,250599.349328998,38419
2019-06-06,Desktop,2019,6,67098.999719506,13179
2019-06-06,Mobile Web,2019,6,61279.851792934,10060
2019-06-06,iOS,2019,6,68726.932234862,9324
2019-06-07,Android,2019,6,282442.5164187,43190
2019-06-07,Desktop,2019,6,114417.835533726,20910
2019-06-07,Mobile Web,2019,6,76772.834943374,12397
2019-06-07,iOS,2019,6,78749.415423148,10614
2019-06-08,Android,2019,6,313107.569773264,46653
2019-06-08,Desktop,2019,6,87378.108473916,16699
2019-06-08,Mobile Web,2019,6,79036.533888758,13142
2019-06-08,iOS,2019,6,97013.998766852,12824
2019-06-09,Android,2019,6,350703.983010088,51425
2019-06-09,Desktop,2019,6,98519.817148642,18791
2019-06-09,Mobile Web,2019,6,95843.673398538,14972
2019-06-09,iOS,2019,6,110455.903532094,13912
2019-06-10,Android,2019,6,392311.51977734,56334
2019-06-10,Desktop,2019,6,224498.865980634,37708
2019-06-10,Mobile Web,2019,6,108526.380744458,16973
2019-06-10,iOS,2019,6,130475.576656612,16299
2019-06-11,Android,2019,6,403976.838801836,57928
2019-06-11,Desktop,2019,6,248924.028193964,41003
2019-06-11,Mobile Web,2019,6,109565.2382087,16869
2019-06-11,iOS,2019,6,139839.648662978,17022
2019-06-12,Android,2019,6,380802.504515958,56186
2019-06-12,Desktop,2019,6,235010.209791424,39615
2019-06-12,Mobile Web,2019,6,106808.059870978,16656
2019-06-12,iOS,2019,6,125940.892172538,15838
2019-06-13,Android,2019,6,386976.784549902,56130
2019-06-13,Desktop,2019,6,230202.098559662,39037
2019-06-13,Mobile Web,2019,6,104215.86273141,16669
2019-06-13,iOS,2019,6,124668.812351948,15693
2019-06-14,Android,2019,6,368795.308293176,53798
2019-06-14,Desktop,2019,6,194317.797644186,34006
2019-06-14,Mobile Web,2019,6,94024.268532714,15483
2019-06-14,iOS,2019,6,112089.638986106,14364
2019-06-15,Android,2019,6,351371.399012208,52280
2019-06-15,Desktop,2019,6,115800.565391332,21919
2019-06-15,Mobile Web,2019,6,90186.475206238,14765
2019-06-15,iOS,2019,6,111809.774231412,14086
2019-06-16,Android,2019,6,358231.406547306,53224
2019-06-16,Desktop,2019,6,104979.520447112,19896
2019-06-16,Mobile Web,2019,6,94963.298262058,15041
2019-06-16,iOS,2019,6,120682.593254984,14919
2019-06-17,Android,2019,6,380273.96447402,55754
2019-06-17,Desktop,2019,6,237835.900570654,39535
2019-06-17,Mobile Web,2019,6,106483.820168646,16650
2019-06-17,iOS,2019,6,127987.601471118,15982
2019-06-18,Android,2019,6,372167.788450496,55123
2019-06-18,Desktop,2019,6,237967.074308178,40461
2019-06-18,Mobile Web,2019,6,100527.622928284,16024
2019-06-18,iOS,2019,6,126628.805690176,15678
2019-06-19,Android,2019,6,367840.309771398,55320
2019-06-19,Desktop,2019,6,227391.452573452,38973
2019-06-19,Mobile Web,2019,6,101274.638680238,16071
2019-06-19,iOS,2019,6,124069.441601786,15583
2019-06-20,Android,2019,6,378769.53499086,56379
2019-06-20,Desktop,2019,6,213951.90750445,36894
2019-06-20,Mobile Web,2019,6,92428.719332222,15095
2019-06-20,iOS,2019,6,114557.624767526,14606
2019-06-21,Android,2019,6,352221.754361536,53063
2019-06-21,Desktop,2019,6,196492.27410519,34653
2019-06-21,Mobile Web,2019,6,97152.04953214,15793
2019-06-21,iOS,2019,6,111251.596863596,14580
2019-06-22,Android,2019,6,349785.042216146,52440
2019-06-22,Desktop,2019,6,124025.537994502,23478
2019-06-22,Mobile Web,2019,6,89443.599847084,14805
2019-06-22,iOS,2019,6,107303.495538322,13972
2019-06-23,Android,2019,6,363132.951519732,54521
2019-06-23,Desktop,2019,6,109921.667001566,20634
2019-06-23,Mobile Web,2019,6,95297.320331508,15404
2019-06-23,iOS,2019,6,119791.555505586,14995
2019-06-24,Android,2019,6,387374.513129194,56923
2019-06-24,Desktop,2019,6,245234.60001873,40805
2019-06-24,Mobile Web,2019,6,102035.564742518,16464
2019-06-24,iOS,2019,6,127995.279177554,15802
2019-06-25,Android,2019,6,396503.345422938,58316
2019-06-25,Desktop,2019,6,241630.544755008,40805
2019-06-25,Mobile Web,2019,6,104019.475889128,16932
2019-06-25,iOS,2019,6,134755.556759494,16936
2019-06-26,Android,2019,6,377819.368588144,56159
2019-06-26,Desktop,2019,6,228140.622288372,39762
2019-06-26,Mobile Web,2019,6,98671.353507474,16447
2019-06-26,iOS,2019,6,115110.361684404,15127
2019-06-27,Android,2019,6,370758.646464436,55562
2019-06-27,Desktop,2019,6,213858.024599214,37558
2019-06-27,Mobile Web,2019,6,89553.98744824,15020
2019-06-27,iOS,2019,6,115143.574159106,15236
2019-06-28,Android,2019,6,371268.459276732,55842
2019-06-28,Desktop,2019,6,177861.902917876,31452
2019-06-28,Mobile Web,2019,6,91125.20508079,15076
2019-06-28,iOS,2019,6,111408.623337218,14767
2019-06-29,Android,2019,6,355843.040564262,53556
2019-06-29,Desktop,2019,6,109649.800870474,20859
2019-06-29,Mobile Web,2019,6,87855.991598972,14671
2019-06-29,iOS,2019,6,106963.969388676,14123
2019-06-30,Android,2019,6,366530.006512364,53989
2019-06-30,Desktop,2019,6,101251.60926482,19069
2019-06-30,Mobile Web,2019,6,89919.649192522,14746
2019-06-30,iOS,2019,6,113711.010346568,14623
2019-07-01,Android,2019,7,400210.05879654,57273
2019-07-01,Desktop,2019,7,240889.135461214,41793
2019-07-01,Mobile Web,2019,7,105445.526085738,16974
2019-07-01,iOS,2019,7,126001.426632152,16119
2019-07-02,Android,2019,7,390711.859230406,57866
2019-07-02,Desktop,2019,7,229599.754093432,39033
2019-07-02,Mobile Web,2019,7,105669.320924922,17255
2019-07-02,iOS,2019,7,123739.944802168,15860
2019-07-03,Android,2019,7,379173.006272476,56264
2019-07-03,Desktop,2019,7,216296.5088801,37173
2019-07-03,Mobile Web,2019,7,172346.70169473,27461
2019-07-03,iOS,2019,7,114051.822381948,15239
2019-07-04,Android,2019,7,366249.290803384,54601
2019-07-04,Desktop,2019,7,218080.564180854,37357
2019-07-04,Mobile Web,2019,7,230778.93593894,35765
2019-07-04,iOS,2019,7,119970.811756054,16200
2019-07-05,Android,2019,7,359564.460716486,54363
2019-07-05,Desktop,2019,7,191148.831041396,33812
2019-07-05,Mobile Web,2019,7,229396.67624499,35521
2019-07-05,iOS,2019,7,111437.309921484,14727
2019-07-06,Android,2019,7,364746.951293804,55299
2019-07-06,Desktop,2019,7,117693.760151816,22435
2019-07-06,Mobile Web,2019,7,229617.669628598,36047
2019-07-06,iOS,2019,7,110393.952047984,14789
2019-07-07,Android,2019,7,371164.641093526,55263
2019-07-07,Desktop,2019,7,111349.796653454,21002
2019-07-07,Mobile Web,2019,7,241234.658074386,37095
2019-07-07,iOS,2019,7,111784.385066376,14518
2019-07-08,Android,2019,7,386575.722608062,56747
2019-07-08,Desktop,2019,7,230020.771659508,39240
2019-07-08,Mobile Web,2019,7,252704.69151696,38199
2019-07-08,iOS,2019,7,122483.392483262,15878
2019-07-09,Android,2019,7,389826.179767006,57407
2019-07-09,Desktop,2019,7,231276.24818167,38866
2019-07-09,Mobile Web,2019,7,251829.043386424,38443
2019-07-09,iOS,2019,7,117742.731789994,15461
2019-07-10,Android,2019,7,370206.367773312,55438
2019-07-10,Desktop,2019,7,225566.726916948,38361
2019-07-10,Mobile Web,2019,7,235653.58807964,36223
2019-07-10,iOS,2019,7,117081.21110082,15796
2019-07-11,Android,2019,7,364918.38389493,54927
2019-07-11,Desktop,2019,7,219913.108225724,37891
2019-07-11,Mobile Web,2019,7,234918.943822518,36351
2019-07-11,iOS,2019,7,110965.276633002,14778
2019-07-12,Android,2019,7,349730.038172096,52700
2019-07-12,Desktop,2019,7,188352.099119068,32905
2019-07-12,Mobile Web,2019,7,219857.979626744,34634
2019-07-12,iOS,2019,7,106909.472818294,14042
2019-07-13,Android,2019,7,336361.941801468,52058
2019-07-13,Desktop,2019,7,113950.305010212,21809
2019-07-13,Mobile Web,2019,7,218931.451683894,35047
2019-07-13,iOS,2019,7,101797.98378896,13749
2019-07-14,Android,2019,7,351612.646967424,53924
2019-07-14,Desktop,2019,7,115255.884050418,21742
2019-07-14,Mobile Web,2019,7,234063.376710094,36674
2019-07-14,iOS,2019,7,105675.63983516,14050
2019-07-15,Android,2019,7,365029.829646428,55289
2019-07-15,Desktop,2019,7,231151.037191564,39471
2019-07-15,Mobile Web,2019,7,254742.526314066,40121
2019-07-15,iOS,2019,7,120878.653645496,16068
2019-07-16,Android,2019,7,363965.428641902,55353
2019-07-16,Desktop,2019,7,224463.26624891,38188
2019-07-16,Mobile Web,2019,7,262483.292794256,41869
2019-07-16,iOS,2019,7,113672.807193962,15404
2019-07-17,Android,2019,7,360796.882874312,54542
2019-07-17,Desktop,2019,7,226637.162703544,39508
2019-07-17,Mobile Web,2019,7,263675.753341222,43809
2019-07-17,iOS,2019,7,115340.938781036,15179
2019-07-18,Android,2019,7,344127.21015815,52958
2019-07-18,Desktop,2019,7,216158.765199142,37805
2019-07-18,Mobile Web,2019,7,223292.48035254,35299
2019-07-18,iOS,2019,7,109630.558220512,14870
2019-07-19,Android,2019,7,336705.616809368,51748
2019-07-19,Desktop,2019,7,197074.167045758,36196
2019-07-19,Mobile Web,2019,7,203420.550856792,32618
2019-07-19,iOS,2019,7,99162.868978458,13227
2019-07-20,Android,2019,7,347763.484004778,53671
2019-07-20,Desktop,2019,7,133194.276767244,26234
2019-07-20,Mobile Web,2019,7,229049.494173346,37715
2019-07-20,iOS,2019,7,108547.940359062,14588
2019-07-21,Android,2019,7,346337.091656612,52995
2019-07-21,Desktop,2019,7,117209.622372308,22358
2019-07-21,Mobile Web,2019,7,300752.587896396,54954
2019-07-21,iOS,2019,7,101205.288988546,13773
2019-07-22,Android,2019,7,358579.160767438,54393
2019-07-22,Desktop,2019,7,229074.84587459,39496
2019-07-22,Mobile Web,2019,7,251295.10648428,39367
2019-07-22,iOS,2019,7,110699.278400984,14871
2019-07-23,Android,2019,7,366952.092728776,55957
2019-07-23,Desktop,2019,7,226099.5374952,39323
2019-07-23,Mobile Web,2019,7,233133.674805958,36433
2019-07-23,iOS,2019,7,112764.790439394,15053
2019-07-24,Android,2019,7,354966.292320092,54494
2019-07-24,Desktop,2019,7,218470.881001706,37982
2019-07-24,Mobile Web,2019,7,232809.125644042,35560
2019-07-24,iOS,2019,7,109938.641144458,14989
2019-07-25,Android,2019,7,364360.83654992,55795
2019-07-25,Desktop,2019,7,200670.133333336,35562
2019-07-25,Mobile Web,2019,7,235265.837310624,36154
2019-07-25,iOS,2019,7,106318.48241927,14181
2019-07-26,Android,2019,7,349614.063938006,54107
2019-07-26,Desktop,2019,7,178764.900943698,32081
2019-07-26,Mobile Web,2019,7,241751.946269198,41024
2019-07-26,iOS,2019,7,108523.104782924,14274
2019-07-27,Android,2019,7,341414.38704307,52869
2019-07-27,Desktop,2019,7,107297.218228366,20744
2019-07-27,Mobile Web,2019,7,253184.151050698,43231
2019-07-27,iOS,2019,7,115692.2389745,15196
2019-07-28,Android,2019,7,350226.837076964,53746
2019-07-28,Desktop,2019,7,99506.692081206,19435
2019-07-28,Mobile Web,2019,7,254487.64936964,43849
2019-07-28,iOS,2019,7,108236.843205574,14339
2019-07-29,Android,2019,7,370244.777827892,56725
2019-07-29,Desktop,2019,7,206218.098962668,36089
2019-07-29,Mobile Web,2019,7,254318.611313224,42557
2019-07-29,iOS,2019,7,119378.63465101,15747
2019-07-30,Android,2019,7,383100.586114808,57687
2019-07-30,Desktop,2019,7,118030.93577357,22446
2019-07-30,Mobile Web,2019,7,258317.33897418,41903
2019-07-30,iOS,2019,7,119149.55203268,15348
2019-07-31,Android,2019,7,367702.286034902,56072
2019-07-31,Desktop,2019,7,207065.139126892,36061
2019-07-31,Mobile Web,2019,7,231304.529676672,36083
2019-07-31,iOS,2019,7,114982.468537738,15086
2019-08-01,Android,2019,8,365652.40254207,54874
2019-08-01,Desktop,2019,8,194945.359934508,33908
2019-08-01,Mobile Web,2019,8,227063.461309324,35224
2019-08-01,iOS,2019,8,112034.177690948,14618
2019-08-02,Android,2019,8,352909.383046756,53431
2019-08-02,Desktop,2019,8,178132.516756516,31989
2019-08-02,Mobile Web,2019,8,218931.054398038,34357
2019-08-02,iOS,2019,8,109478.149163748,14544
2019-08-03,Android,2019,8,353560.941476402,53835
2019-08-03,Desktop,2019,8,118074.14907498,22502
2019-08-03,Mobile Web,2019,8,222839.802187332,35186
2019-08-03,iOS,2019,8,107891.154150468,13986
2019-08-04,Android,2019,8,359597.999646872,54725
2019-08-04,Desktop,2019,8,113329.187773538,21392
2019-08-04,Mobile Web,2019,8,227842.843767944,35648
2019-08-04,iOS,2019,8,112992.486968548,14713
2019-08-05,Android,2019,8,368847.634140838,55524
2019-08-05,Desktop,2019,8,223248.895065632,38551
2019-08-05,Mobile Web,2019,8,237914.245839064,36428
2019-08-05,iOS,2019,8,113458.849291852,14748
2019-08-06,Android,2019,8,357386.760944148,54245
2019-08-06,Desktop,2019,8,230192.570617382,40251
2019-08-06,Mobile Web,2019,8,234804.991445866,36155
2019-08-06,iOS,2019,8,110780.784564984,14598
2019-08-07,Android,2019,8,323040.703528118,49714
2019-08-07,Desktop,2019,8,211199.580688174,36775
2019-08-07,Mobile Web,2019,8,231179.439008614,36702
2019-08-07,iOS,2019,8,92712.640507942,12340
2019-08-08,Android,2019,8,333734.392318818,50343
2019-08-08,Desktop,2019,8,201525.42644418,35376
2019-08-08,Mobile Web,2019,8,206774.944253042,32935
2019-08-08,iOS,2019,8,95335.688988386,12670
2019-08-09,Android,2019,8,331069.399390902,50876
2019-08-09,Desktop,2019,8,165916.985878868,30568
2019-08-09,Mobile Web,2019,8,198651.599604262,31757
2019-08-09,iOS,2019,8,98544.591728154,13184
2019-08-10,Android,2019,8,308905.498037126,48640
2019-08-10,Desktop,2019,8,96433.901645166,18920
2019-08-10,Mobile Web,2019,8,180699.9119426,29934
2019-08-10,iOS,2019,8,96069.33908919,13033
2019-08-11,Android,2019,8,264542.936342218,41720
2019-08-11,Desktop,2019,8,70503.451468988,14119
2019-08-11,Mobile Web,2019,8,159793.032225474,26815
2019-08-11,iOS,2019,8,79403.04523869,10706
2019-08-12,Android,2019,8,309857.748170772,48587
2019-08-12,Desktop,2019,8,102202.39732026,19595
2019-08-12,Mobile Web,2019,8,196895.63495404,31971
2019-08-12,iOS,2019,8,92757.015177764,12400
2019-08-13,Android,2019,8,345089.798423312,52872
2019-08-13,Desktop,2019,8,199506.592856176,34366
2019-08-13,Mobile Web,2019,8,221973.999670802,34452
2019-08-13,iOS,2019,8,112513.239499532,14833
2019-08-14,Android,2019,8,343550.543622428,51978
2019-08-14,Desktop,2019,8,204096.806398144,34996
2019-08-14,Mobile Web,2019,8,227713.301332054,35456
2019-08-14,iOS,2019,8,112573.525968128,14775
2019-08-15,Android,2019,8,339009.763935512,51817
2019-08-15,Desktop,2019,8,204055.699906144,36562
2019-08-15,Mobile Web,2019,8,229092.909422842,35338
2019-08-15,iOS,2019,8,104669.559814704,14132
2019-08-16,Android,2019,8,332096.757812416,50965
2019-08-16,Desktop,2019,8,178051.832307464,31542
2019-08-16,Mobile Web,2019,8,221287.374020956,34160
2019-08-16,iOS,2019,8,104602.160063576,14071
2019-08-17,Android,2019,8,335599.356695724,51877
2019-08-17,Desktop,2019,8,122157.241901218,23619
2019-08-17,Mobile Web,2019,8,227834.597670644,34764
2019-08-17,iOS,2019,8,106782.780995948,14017
2019-08-18,Android,2019,8,346955.245167478,52867
2019-08-18,Desktop,2019,8,111716.239583266,21331
2019-08-18,Mobile Web,2019,8,241809.52408991,36478
2019-08-18,iOS,2019,8,104469.508996776,13748
2019-08-19,Android,2019,8,366907.1030385,55541
2019-08-19,Desktop,2019,8,232588.921950322,39328
2019-08-19,Mobile Web,2019,8,254424.227596652,37917
2019-08-19,iOS,2019,8,112128.130116074,14683
2019-08-20,Android,2019,8,351428.136995004,53377
2019-08-20,Desktop,2019,8,218687.049292082,37783
2019-08-20,Mobile Web,2019,8,247926.161806894,37007
2019-08-20,iOS,2019,8,113141.959483176,14722
2019-08-21,Android,2019,8,361641.699104698,54933
2019-08-21,Desktop,2019,8,213503.676498746,36812
2019-08-21,Mobile Web,2019,8,240894.971976158,36561
2019-08-21,iOS,2019,8,114770.633717812,15165
2019-08-22,Android,2019,8,325997.415640458,50306
2019-08-22,Desktop,2019,8,199709.26629102,35311
2019-08-22,Mobile Web,2019,8,232037.718812814,35144
2019-08-22,iOS,2019,8,111581.23572749,14527
2019-08-23,Android,2019,8,348031.772122184,53156
2019-08-23,Desktop,2019,8,175835.44012233,31338
2019-08-23,Mobile Web,2019,8,222442.766761426,34370
2019-08-23,iOS,2019,8,105554.729092136,13952
2019-08-24,Android,2019,8,343804.79516798,53186
2019-08-24,Desktop,2019,8,114760.805397128,22249
2019-08-24,Mobile Web,2019,8,226929.036184284,35187
2019-08-24,iOS,2019,8,120714.71100366,15285
2019-08-25,Android,2019,8,364571.564476526,55114
2019-08-25,Desktop,2019,8,110826.92792152,21215
2019-08-25,Mobile Web,2019,8,289943.592593742,49745
2019-08-25,iOS,2019,8,117741.183487288,15163
2019-08-26,Android,2019,8,376494.10288863,56678
2019-08-26,Desktop,2019,8,234499.83553245,39546
2019-08-26,Mobile Web,2019,8,264369.254891078,40527
2019-08-26,iOS,2019,8,125096.123114054,15754
2019-08-27,Android,2019,8,369923.830312916,55778
2019-08-27,Desktop,2019,8,222326.62456389,38020
2019-08-27,Mobile Web,2019,8,317191.044047578,54119
2019-08-27,iOS,2019,8,122403.459217498,15774
2019-08-28,Android,2019,8,370869.818234144,56115
2019-08-28,Desktop,2019,8,210373.202860166,36677
2019-08-28,Mobile Web,2019,8,278227.390801902,43408
2019-08-28,iOS,2019,8,119371.82998297,15537
2019-08-29,Android,2019,8,331183.401702918,50421
2019-08-29,Desktop,2019,8,185960.683053566,32797
2019-08-29,Mobile Web,2019,8,254179.049926096,39735
2019-08-29,iOS,2019,8,112730.373925952,14839
2019-08-30,Android,2019,8,344118.7831372,51884
2019-08-30,Desktop,2019,8,151662.737127268,27817
2019-08-30,Mobile Web,2019,8,300994.910160776,55173
2019-08-30,iOS,2019,8,105312.004926002,13666
2019-08-31,Android,2019,8,331768.259489194,50321
2019-08-31,Desktop,2019,8,83050.732336232,16059
2019-08-31,Mobile Web,2019,8,296007.112954558,51401
2019-08-31,iOS,2019,8,110096.769852014,14335
2019-09-01,Android,2019,9,354149.937375082,53135
2019-09-01,Desktop,2019,9,84008.60227275,16267
2019-09-01,Mobile Web,2019,9,274537.10613479,42260
2019-09-01,iOS,2019,9,113000.486062592,14752
2019-09-02,Android,2019,9,381355.82957373,57313
2019-09-02,Desktop,2019,9,131824.651649688,24242
2019-09-02,Mobile Web,2019,9,278178.802221406,39346
2019-09-02,iOS,2019,9,123695.682426932,15919
2019-09-03,Android,2019,9,371760.102065134,55793
2019-09-03,Desktop,2019,9,204134.016619022,35068
2019-09-03,Mobile Web,2019,9,254042.234344408,37905
2019-09-03,iOS,2019,9,114222.657041084,15191
2019-09-04,Android,2019,9,373866.204179136,55967
2019-09-04,Desktop,2019,9,204113.025627402,35469
2019-09-04,Mobile Web,2019,9,246847.702593944,36700
2019-09-04,iOS,2019,9,116629.11850739,15140
2019-09-05,Android,2019,9,372630.156312708,55177
2019-09-05,Desktop,2019,9,206530.423748814,35602
2019-09-05,Mobile Web,2019,9,243127.394530454,36184
2019-09-05,iOS,2019,9,111939.48787142,14722
2019-09-06,Android,2019,9,353473.99293801,53379
2019-09-06,Desktop,2019,9,177222.713056812,31779
2019-09-06,Mobile Web,2019,9,230975.781021694,34869
2019-09-06,iOS,2019,9,106410.879069924,13718
2019-09-07,Android,2019,9,360234.899802154,54546
2019-09-07,Desktop,2019,9,107955.802523536,20696
2019-09-07,Mobile Web,2019,9,233577.967692328,36039
2019-09-07,iOS,2019,9,109508.570474282,14484
2019-09-08,Android,2019,9,346478.453061962,52523
2019-09-08,Desktop,2019,9,97518.276613936,18689
2019-09-08,Mobile Web,2019,9,229159.823401092,34810
2019-09-08,iOS,2019,9,108275.448871716,14348
2019-09-09,Android,2019,9,358606.515786204,54193
2019-09-09,Desktop,2019,9,111304.43179866,21200
2019-09-09,Mobile Web,2019,9,248023.485696992,37840
2019-09-09,iOS,2019,9,113318.523606484,15424
2019-09-10,Android,2019,9,335121.391244776,51450
2019-09-10,Desktop,2019,9,209212.648288086,35442
2019-09-10,Mobile Web,2019,9,239002.02038326,36301
2019-09-10,iOS,2019,9,107323.15574689,14285
2019-09-11,Android,2019,9,328789.563473948,49418
2019-09-11,Desktop,2019,9,209673.89217955,36410
2019-09-11,Mobile Web,2019,9,222678.255802988,34511
2019-09-11,iOS,2019,9,103456.216327006,14055
2019-09-12,Android,2019,9,348001.915372852,52246
2019-09-12,Desktop,2019,9,200532.770372442,35108
2019-09-12,Mobile Web,2019,9,217872.09081002,33954
2019-09-12,iOS,2019,9,109216.99292915,14660
2019-09-13,Android,2019,9,327876.808168382,49715
2019-09-13,Desktop,2019,9,157683.070162814,28890
2019-09-13,Mobile Web,2019,9,185972.099326646,29637
2019-09-13,iOS,2019,9,98967.748038722,13404
2019-09-14,Android,2019,9,328024.446064786,50400
2019-09-14,Desktop,2019,9,102269.187445806,19648
2019-09-14,Mobile Web,2019,9,197577.77069414,31541
2019-09-14,iOS,2019,9,98646.780889898,13197
2019-09-15,Android,2019,9,342672.69929411,51421
2019-09-15,Desktop,2019,9,93278.633887904,18134
2019-09-15,Mobile Web,2019,9,203400.44042112,31865
2019-09-15,iOS,2019,9,98230.835887,13127
2019-09-16,Android,2019,9,359185.376193448,54001
2019-09-16,Desktop,2019,9,113743.77953969,21508
2019-09-16,Mobile Web,2019,9,219628.233925804,34318
2019-09-16,iOS,2019,9,116058.206777268,15583
2019-09-17,Android,2019,9,351474.667234224,53495
2019-09-17,Desktop,2019,9,207081.79750612,35032
2019-09-17,Mobile Web,2019,9,230758.938798566,35195
2019-09-17,iOS,2019,9,115044.644763462,15545
2019-09-18,Android,2019,9,352329.044255094,53337
2019-09-18,Desktop,2019,9,196729.557084428,34124
2019-09-18,Mobile Web,2019,9,213116.51030706,33523
