date,vertical,reply_type,year,month,sumOfLeads
2019-08-01,Generalist,email,2019,8,1975.8269377
2019-08-01,Generalist,sms,2019,8,22354.441422788
2019-08-01,Jobs,call,2019,8,50362.531154982
2019-08-01,Jobs,chat,2019,8,44.090637912
2019-08-01,Jobs,email,2019,8,16791.18460482
2019-08-01,Jobs,sms,2019,8,3435.39553731
2019-08-01,Property,call,2019,8,210561.645350614
2019-08-01,Property,call/sms,2019,8,26.59314894
2019-08-01,Property,chat,2019,8,30977.538559316
2019-08-01,Property,email,2019,8,3119.598347216
2019-08-01,Property,sms,2019,8,17229.045712018
2019-08-01,Services,call,2019,8,12817.135665672
2019-08-01,Services,chat,2019,8,1145.123769046
2019-08-01,Services,email,2019,8,76.98480953
2019-08-01,Services,sms,2019,8,676.406156932
2019-08-02,Auto,call,2019,8,210295.870527818
2019-08-02,Auto,call/sms,2019,8,3.568831992
2019-08-02,Auto,chat,2019,8,39068.962703866
2019-08-02,Auto,email,2019,8,1187.484854832
2019-08-02,Auto,sms,2019,8,19929.520784816
2019-08-02,Generalist,call,2019,8,168337.085577072
2019-08-02,Generalist,chat,2019,8,83041.69924578
2019-08-02,Generalist,email,2019,8,1904.855471294
2019-08-02,Generalist,sms,2019,8,22997.530770598
2019-08-02,Jobs,call,2019,8,42962.652425418
2019-08-02,Jobs,chat,2019,8,25.719538782
2019-08-02,Jobs,email,2019,8,13763.627468196
2019-08-02,Jobs,sms,2019,8,2943.050080626
2019-08-02,Property,call,2019,8,191197.145274256
2019-08-02,Property,call/sms,2019,8,15.185903112
2019-08-02,Property,chat,2019,8,28693.582297016
2019-08-02,Property,email,2019,8,2855.998689358
2019-08-02,Property,sms,2019,8,15733.696332786
2019-08-02,Services,call,2019,8,12740.7257913
2019-08-02,Services,chat,2019,8,1047.067598212
2019-08-02,Services,email,2019,8,23.00184862
2019-08-02,Services,sms,2019,8,683.071349308
2019-08-03,Auto,call,2019,8,210696.729241644
2019-08-03,Auto,call/sms,2019,8,10.778112162
2019-08-03,Auto,chat,2019,8,38410.70799873
2019-08-03,Auto,email,2019,8,1488.440792772
2019-08-03,Auto,sms,2019,8,19386.55127228
2019-08-03,Generalist,call,2019,8,161249.265873694
2019-08-03,Generalist,call/sms,2019,8,3.645238896
2019-08-03,Generalist,chat,2019,8,79785.856871432
2019-08-03,Generalist,email,2019,8,1778.25741074
2019-08-03,Generalist,sms,2019,8,22295.754068374
2019-08-03,Jobs,call,2019,8,28732.39903932
2019-08-03,Jobs,chat,2019,8,36.74219826
2019-08-03,Jobs,email,2019,8,9861.606012984
2019-08-03,Jobs,sms,2019,8,2200.857675774
2019-08-03,Property,call,2019,8,166250.931249622
2019-08-03,Property,call/sms,2019,8,14.96737942
2019-08-03,Property,chat,2019,8,28836.581181444
2019-08-03,Property,email,2019,8,1987.576677472
2019-08-03,Property,sms,2019,8,16796.157514974
2019-08-03,Services,call,2019,8,10725.107897184
2019-08-03,Services,chat,2019,8,1056.565328726
2019-08-03,Services,email,2019,8,41.838820628
2019-08-03,Services,sms,2019,8,718.72903265
2019-08-04,Auto,call,2019,8,204825.018378878
2019-08-04,Auto,call/sms,2019,8,7.379670748
2019-08-04,Auto,chat,2019,8,39138.943064812
2019-08-04,Auto,email,2019,8,1335.095144476
2019-08-04,Auto,sms,2019,8,21049.289484316
2019-08-04,Generalist,call,2019,8,161326.216897672
2019-08-04,Generalist,call/sms,2019,8,7.318428376
2019-08-04,Generalist,chat,2019,8,85224.39101158
2019-08-04,Generalist,email,2019,8,1714.929569766
2019-08-04,Generalist,sms,2019,8,23029.41797169
2019-08-04,Jobs,call,2019,8,29952.240021552
2019-08-04,Jobs,call/sms,2019,8,3.674219826
2019-08-04,Jobs,chat,2019,8,47.764857738
2019-08-04,Jobs,email,2019,8,9644.82704325
2019-08-04,Jobs,sms,2019,8,2171.463917166
2019-08-04,Property,call,2019,8,172014.995827864
2019-08-04,Property,call/sms,2019,8,18.931043016
2019-08-04,Property,chat,2019,8,29493.6217439
2019-08-04,Property,email,2019,8,1958.743989678
2019-08-04,Property,sms,2019,8,18688.112816938
2019-08-04,Services,call,2019,8,10229.676400098
2019-08-04,Services,chat,2019,8,1126.557744506
2019-08-04,Services,email,2019,8,45.514850548
2019-08-04,Services,sms,2019,8,708.394058508
2019-08-05,Auto,call,2019,8,232603.195299252
2019-08-05,Auto,call/sms,2019,8,7.330283552
2019-08-05,Auto,chat,2019,8,41100.780227124
2019-08-05,Auto,email,2019,8,1573.90855706
2019-08-05,Auto,sms,2019,8,20495.919399842
2019-08-05,Generalist,call,2019,8,167541.054893568
2019-08-05,Generalist,call/sms,2019,8,14.520520168
2019-08-05,Generalist,chat,2019,8,79910.548793716
2019-08-05,Generalist,email,2019,8,1970.242924948
2019-08-05,Generalist,sms,2019,8,21153.831479128
2019-08-05,Jobs,call,2019,8,53658.306338904
2019-08-05,Jobs,chat,2019,8,44.090637912
2019-08-05,Jobs,email,2019,8,16875.691660818
2019-08-05,Jobs,sms,2019,8,3490.5088347
2019-08-05,Property,call,2019,8,226620.949040874
2019-08-05,Property,call/sms,2019,8,34.128852256
2019-08-05,Property,chat,2019,8,34157.034438228
2019-08-05,Property,email,2019,8,3580.824042784
2019-08-05,Property,sms,2019,8,19245.736155696
2019-08-05,Services,call,2019,8,17070.561733964
2019-08-05,Services,chat,2019,8,1522.217153466
2019-08-05,Services,email,2019,8,68.08040816
2019-08-05,Services,sms,2019,8,730.162661266
2019-08-06,Auto,call,2019,8,226258.79727358
2019-08-06,Auto,call/sms,2019,8,10.706495976
2019-08-06,Auto,chat,2019,8,40660.190383688
2019-08-06,Auto,email,2019,8,1765.138093964
2019-08-06,Auto,sms,2019,8,19929.699119896
2019-08-06,Generalist,call,2019,8,169351.795598098
2019-08-06,Generalist,call/sms,2019,8,10.91628612
2019-08-06,Generalist,chat,2019,8,78681.115273754
2019-08-06,Generalist,email,2019,8,2089.037239048
2019-08-06,Generalist,sms,2019,8,21636.598621268
2019-08-06,Jobs,call,2019,8,53136.567123612
2019-08-06,Jobs,chat,2019,8,66.135956868
2019-08-06,Jobs,email,2019,8,16482.550139436
2019-08-06,Jobs,sms,2019,8,3112.064192622
2019-08-06,Property,call,2019,8,222158.32224265
2019-08-06,Property,call/sms,2019,8,30.383712352
2019-08-06,Property,chat,2019,8,33757.067304286
2019-08-06,Property,email,2019,8,3403.514415144
2019-08-06,Property,sms,2019,8,18366.931338266
2019-08-06,Services,call,2019,8,20080.564213976
2019-08-06,Services,chat,2019,8,1302.327326446
2019-08-06,Services,email,2019,8,34.459350836
2019-08-06,Services,sms,2019,8,840.225870494
2019-08-07,Auto,call,2019,8,204894.018689308
2019-08-07,Auto,chat,2019,8,34702.138507906
2019-08-07,Auto,email,2019,8,1571.904641748
2019-08-07,Auto,sms,2019,8,18117.559256306
2019-08-07,Generalist,call,2019,8,163140.562091434
2019-08-07,Generalist,call/sms,2019,8,3.659214188
2019-08-07,Generalist,chat,2019,8,72507.708933258
2019-08-07,Generalist,email,2019,8,1949.09537793
2019-08-07,Generalist,sms,2019,8,20280.858476784
2019-08-07,Jobs,call,2019,8,47426.829514008
2019-08-07,Jobs,call/sms,2019,8,3.674219826
2019-08-07,Jobs,chat,2019,8,44.090637912
2019-08-07,Jobs,email,2019,8,14542.562071308
2019-08-07,Jobs,sms,2019,8,2957.74695993
2019-08-07,Property,call,2019,8,211280.420721218
2019-08-07,Property,call/sms,2019,8,30.23596414
2019-08-07,Property,chat,2019,8,29238.117652606
2019-08-07,Property,email,2019,8,3778.970018966
2019-08-07,Property,sms,2019,8,15068.135956082
2019-08-07,Services,call,2019,8,14515.289468536
2019-08-07,Services,chat,2019,8,1321.8172672
2019-08-07,Services,email,2019,8,111.356696994
2019-08-07,Services,sms,2019,8,645.61139526
2019-08-08,Auto,call,2019,8,206081.332704158
2019-08-08,Auto,call/sms,2019,8,7.137663984
2019-08-08,Auto,chat,2019,8,37552.254360628
2019-08-08,Auto,email,2019,8,1620.152002536
2019-08-08,Auto,sms,2019,8,17833.40574858
2019-08-08,Generalist,call,2019,8,160907.091419758
2019-08-08,Generalist,chat,2019,8,76575.148095884
2019-08-08,Generalist,email,2019,8,1807.107125676
2019-08-08,Generalist,sms,2019,8,19134.914240302
2019-08-08,Jobs,call,2019,8,41955.916193094
2019-08-08,Jobs,chat,2019,8,29.393758608
2019-08-08,Jobs,email,2019,8,12841.39829187
2019-08-08,Jobs,sms,2019,8,2630.741395416
2019-08-08,Property,call,2019,8,195954.89936917
2019-08-08,Property,call/sms,2019,8,41.321209642
2019-08-08,Property,chat,2019,8,28378.246652292
2019-08-08,Property,email,2019,8,3678.624460404
2019-08-08,Property,sms,2019,8,14820.416691702
2019-08-08,Services,call,2019,8,13648.231024328
2019-08-08,Services,chat,2019,8,1110.250355766
2019-08-08,Services,email,2019,8,68.08040816
2019-08-08,Services,sms,2019,8,694.388832468
2019-08-09,Auto,call,2019,8,196452.844363088
2019-08-09,Auto,call/sms,2019,8,3.568831992
2019-08-09,Auto,chat,2019,8,36767.029068152
2019-08-09,Auto,email,2019,8,1460.735753026
2019-08-09,Auto,sms,2019,8,18193.769319154
2019-08-09,Generalist,call,2019,8,160560.49835058
2019-08-09,Generalist,call/sms,2019,8,3.652837884
2019-08-09,Generalist,chat,2019,8,87797.789540182
2019-08-09,Generalist,email,2019,8,1734.338051436
2019-08-09,Generalist,sms,2019,8,19654.244864222
2019-08-09,Jobs,call,2019,8,34045.320907716
2019-08-09,Jobs,call/sms,2019,8,3.674219826
2019-08-09,Jobs,chat,2019,8,22.045318956
2019-08-09,Jobs,email,2019,8,12066.137908584
2019-08-09,Jobs,sms,2019,8,2333.12958951
2019-08-09,Property,call,2019,8,167780.555290856
2019-08-09,Property,call/sms,2019,8,30.2419986
2019-08-09,Property,chat,2019,8,24808.7888106
2019-08-09,Property,email,2019,8,2656.991590544
2019-08-09,Property,sms,2019,8,14859.234086502
2019-08-09,Services,call,2019,8,11028.842296544
2019-08-09,Services,chat,2019,8,1078.031051292
2019-08-09,Services,email,2019,8,67.590942284
2019-08-09,Services,sms,2019,8,773.521610656
2019-08-10,Auto,call,2019,8,173729.879740284
2019-08-10,Auto,call/sms,2019,8,3.689835374
2019-08-10,Auto,chat,2019,8,35735.630167434
2019-08-10,Auto,email,2019,8,1147.140279166
2019-08-10,Auto,sms,2019,8,17633.900476574
2019-08-10,Generalist,call,2019,8,150164.68437909
2019-08-10,Generalist,chat,2019,8,79719.06873789
2019-08-10,Generalist,email,2019,8,1480.193078182
2019-08-10,Generalist,sms,2019,8,20871.611263352
2019-08-10,Jobs,call,2019,8,19105.9430952
2019-08-10,Jobs,email,2019,8,7767.300712164
2019-08-10,Jobs,sms,2019,8,1506.43012866
2019-08-10,Property,call,2019,8,125159.785591482
2019-08-10,Property,call/sms,2019,8,7.59890462
2019-08-10,Property,chat,2019,8,21021.807138956
2019-08-10,Property,email,2019,8,1506.106594758
2019-08-10,Property,sms,2019,8,14502.722659164
2019-08-10,Services,call,2019,8,9425.576266498
2019-08-10,Services,chat,2019,8,933.348897614
2019-08-10,Services,email,2019,8,49.24718502
2019-08-10,Services,sms,2019,8,636.9855826
2019-08-11,Auto,call,2019,8,146449.312586026
2019-08-11,Auto,chat,2019,8,30522.40617617
2019-08-11,Auto,email,2019,8,1113.275990338
2019-08-11,Auto,sms,2019,8,17158.587057966
2019-08-11,Generalist,call,2019,8,124432.006678794
2019-08-11,Generalist,chat,2019,8,64250.718875398
2019-08-11,Generalist,email,2019,8,1327.74232325
2019-08-11,Generalist,sms,2019,8,17882.510088342
2019-08-11,Jobs,call,2019,8,15321.49667442
2019-08-11,Jobs,chat,2019,8,22.045318956
2019-08-11,Jobs,email,2019,8,5757.502467342
2019-08-11,Jobs,sms,2019,8,1146.356585712
2019-08-11,Property,call,2019,8,106457.473310228
2019-08-11,Property,chat,2019,8,20017.251367468
2019-08-11,Property,email,2019,8,1738.769216938
2019-08-11,Property,sms,2019,8,12081.826476488
2019-08-11,Services,call,2019,8,7220.324118232
2019-08-11,Services,chat,2019,8,693.263639174
2019-08-11,Services,email,2019,8,11.38977379
2019-08-11,Services,sms,2019,8,638.206550338
2019-08-12,Auto,call,2019,8,177682.87687786
2019-08-12,Auto,call/sms,2019,8,3.568831992
2019-08-12,Auto,chat,2019,8,33796.36861169
2019-08-12,Auto,email,2019,8,1332.160419662
2019-08-12,Auto,sms,2019,8,19186.654078808
2019-08-12,Generalist,call,2019,8,140210.635856492
2019-08-12,Generalist,chat,2019,8,67208.63373067
2019-08-12,Generalist,email,2019,8,1929.489432196
2019-08-12,Generalist,sms,2019,8,19901.517249598
2019-08-12,Jobs,call,2019,8,23739.134295786
2019-08-12,Jobs,chat,2019,8,47.764857738
2019-08-12,Jobs,email,2019,8,9920.3935302
2019-08-12,Jobs,sms,2019,8,1881.200550912
2019-08-12,Property,call,2019,8,148804.121678712
2019-08-12,Property,call/sms,2019,8,3.79945231
2019-08-12,Property,chat,2019,8,26280.778210942
2019-08-12,Property,email,2019,8,1915.443223782
2019-08-12,Property,sms,2019,8,15457.713285264
2019-08-12,Services,call,2019,8,10235.233975402
2019-08-12,Services,chat,2019,8,1147.199463956
2019-08-12,Services,email,2019,8,41.606970148
2019-08-12,Services,sms,2019,8,986.501038716
2019-08-13,Auto,call,2019,8,209271.809829414
2019-08-13,Auto,call/sms,2019,8,14.397125894
2019-08-13,Auto,chat,2019,8,38887.160724064
2019-08-13,Auto,email,2019,8,1540.270953612
2019-08-13,Auto,sms,2019,8,19163.545132266
2019-08-13,Generalist,call,2019,8,163288.69199743
2019-08-13,Generalist,chat,2019,8,82781.19084461
2019-08-13,Generalist,email,2019,8,1871.176183824
2019-08-13,Generalist,sms,2019,8,22461.251934952
2019-08-13,Jobs,call,2019,8,49355.794922658
2019-08-13,Jobs,chat,2019,8,62.461737042
2019-08-13,Jobs,email,2019,8,14924.680933212
2019-08-13,Jobs,sms,2019,8,3303.123623574
2019-08-13,Property,call,2019,8,200988.973552274
2019-08-13,Property,call/sms,2019,8,45.199011608
2019-08-13,Property,chat,2019,8,32303.826404568
2019-08-13,Property,email,2019,8,3746.208004486
2019-08-13,Property,sms,2019,8,17112.14824906
2019-08-13,Services,call,2019,8,15498.080786926
2019-08-13,Services,chat,2019,8,1465.510865008
2019-08-13,Services,email,2019,8,99.663188762
2019-08-13,Services,sms,2019,8,898.464444578
2019-08-14,Auto,call,2019,8,214816.818050474
2019-08-14,Auto,chat,2019,8,38754.198906884
2019-08-14,Auto,email,2019,8,1777.374396534
2019-08-14,Auto,sms,2019,8,19868.134282208
2019-08-14,Generalist,call,2019,8,159781.980938556
2019-08-14,Generalist,chat,2019,8,76563.838690754
2019-08-14,Generalist,email,2019,8,2097.46612072
2019-08-14,Generalist,sms,2019,8,21590.96508571
2019-08-14,Jobs,call,2019,8,48319.664931726
2019-08-14,Jobs,chat,2019,8,77.158616346
2019-08-14,Jobs,email,2019,8,15284.75447616
2019-08-14,Jobs,sms,2019,8,3343.54004166
2019-08-14,Property,call,2019,8,215257.598054128
2019-08-14,Property,call/sms,2019,8,33.8019694
2019-08-14,Property,chat,2019,8,32079.923040468
2019-08-14,Property,email,2019,8,3181.606646698
2019-08-14,Property,sms,2019,8,17726.989549704
2019-08-14,Services,call,2019,8,14698.468025298
2019-08-14,Services,chat,2019,8,1542.961680632
2019-08-14,Services,email,2019,8,272.649498176
2019-08-14,Services,sms,2019,8,864.284318518
2019-08-15,Auto,call,2019,8,215949.637534536
2019-08-15,Auto,call/sms,2019,8,7.379670748
2019-08-15,Auto,chat,2019,8,40989.076863794
2019-08-15,Auto,email,2019,8,1398.401896222
2019-08-15,Auto,sms,2019,8,19799.450639424
2019-08-15,Generalist,call,2019,8,159451.739151084
2019-08-15,Generalist,call/sms,2019,8,21.941309836
2019-08-15,Generalist,chat,2019,8,77126.919392204
2019-08-15,Generalist,email,2019,8,1855.271921616
2019-08-15,Generalist,sms,2019,8,20548.392675698
2019-08-15,Jobs,call,2019,8,47474.594371746
2019-08-15,Jobs,chat,2019,8,84.507055998
2019-08-15,Jobs,email,2019,8,15439.071708852
2019-08-15,Jobs,sms,2019,8,3016.534477146
2019-08-15,Property,call,2019,8,206007.995503514
2019-08-15,Property,call/sms,2019,8,49.249851556
2019-08-15,Property,chat,2019,8,30722.159402504
2019-08-15,Property,email,2019,8,3283.360525388
2019-08-15,Property,sms,2019,8,16720.533268202
2019-08-15,Services,call,2019,8,14610.060517166
2019-08-15,Services,chat,2019,8,1573.684575224
2019-08-15,Services,email,2019,8,41.659119164
2019-08-15,Services,sms,2019,8,656.31164758
2019-08-16,Auto,call,2019,8,204107.655458
2019-08-16,Auto,call/sms,2019,8,3.568831992
2019-08-16,Auto,chat,2019,8,39070.230906816
2019-08-16,Auto,email,2019,8,1501.42206952
2019-08-16,Auto,sms,2019,8,19527.406024588
2019-08-16,Generalist,call,2019,8,158543.2308825
2019-08-16,Generalist,chat,2019,8,78360.0172217
2019-08-16,Generalist,email,2019,8,1802.738192572
2019-08-16,Generalist,sms,2019,8,21892.139481608
2019-08-16,Jobs,call,2019,8,40284.146172264
2019-08-16,Jobs,chat,2019,8,18.37109913
2019-08-16,Jobs,email,2019,8,13627.681334634
2019-08-16,Jobs,sms,2019,8,2542.560119592
2019-08-16,Property,call,2019,8,191477.296166276
2019-08-16,Property,call/sms,2019,8,33.744802556
2019-08-16,Property,chat,2019,8,29590.864805398
2019-08-16,Property,email,2019,8,2644.561106642
2019-08-16,Property,sms,2019,8,16029.138760744
2019-08-16,Services,call,2019,8,12873.430048764
2019-08-16,Services,call/sms,2019,8,3.829347284
2019-08-16,Services,chat,2019,8,1285.649511904
2019-08-16,Services,email,2019,8,61.002391708
2019-08-16,Services,sms,2019,8,757.43946822
2019-08-17,Auto,call,2019,8,204679.20921158
2019-08-17,Auto,call/sms,2019,8,14.275327968
2019-08-17,Auto,chat,2019,8,39293.770678766
2019-08-17,Auto,email,2019,8,1399.199388394
2019-08-17,Auto,sms,2019,8,20752.308344822
2019-08-17,Generalist,call,2019,8,153830.282188078
2019-08-17,Generalist,chat,2019,8,83266.033693572
2019-08-17,Generalist,email,2019,8,2013.283704974
2019-08-17,Generalist,sms,2019,8,21564.389988782
2019-08-17,Jobs,call,2019,8,27090.022777098
2019-08-17,Jobs,chat,2019,8,22.045318956
2019-08-17,Jobs,email,2019,8,8862.218220312
2019-08-17,Jobs,sms,2019,8,2050.214662908
2019-08-17,Property,call,2019,8,168923.980982122
2019-08-17,Property,call/sms,2019,8,3.72264237
2019-08-17,Property,chat,2019,8,27700.69497544
2019-08-17,Property,email,2019,8,1813.080771172
2019-08-17,Property,sms,2019,8,17171.816963192
2019-08-17,Services,call,2019,8,10159.186916328
2019-08-17,Services,chat,2019,8,1076.874853898
2019-08-17,Services,email,2019,8,30.433467428
2019-08-17,Services,sms,2019,8,656.932185374
2019-08-18,Auto,call,2019,8,201428.632410608
2019-08-18,Auto,call/sms,2019,8,21.60561152
2019-08-18,Auto,chat,2019,8,42027.871787002
2019-08-18,Auto,email,2019,8,1610.260493948
2019-08-18,Auto,sms,2019,8,21129.998849692
2019-08-18,Generalist,call,2019,8,153663.062130614
2019-08-18,Generalist,call/sms,2019,8,40.182400636
2019-08-18,Generalist,chat,2019,8,76453.063448978
2019-08-18,Generalist,email,2019,8,1791.017594966
2019-08-18,Generalist,sms,2019,8,22691.423705396
2019-08-18,Jobs,call,2019,8,26579.306221284
2019-08-18,Jobs,chat,2019,8,25.719538782
2019-08-18,Jobs,email,2019,8,9751.379418204
2019-08-18,Jobs,sms,2019,8,2270.667852468
2019-08-18,Property,call,2019,8,179431.294170838
2019-08-18,Property,call/sms,2019,8,11.31852976
2019-08-18,Property,chat,2019,8,32433.79668535
2019-08-18,Property,email,2019,8,2544.75081633
2019-08-18,Property,sms,2019,8,18539.63097068
2019-08-18,Services,call,2019,8,10375.537374884
2019-08-18,Services,chat,2019,8,1168.051010688
2019-08-18,Services,email,2019,8,68.132557176
2019-08-18,Services,sms,2019,8,893.814257626
2019-08-19,Auto,call,2019,8,235443.202813968
2019-08-19,Auto,call/sms,2019,8,21.484608138
2019-08-19,Auto,chat,2019,8,43606.362622756
2019-08-19,Auto,email,2019,8,1824.938396472
2019-08-19,Auto,sms,2019,8,20279.795490514
2019-08-19,Generalist,call,2019,8,162107.284404426
2019-08-19,Generalist,chat,2019,8,83355.604435306
2019-08-19,Generalist,email,2019,8,2136.838722014
2019-08-19,Generalist,sms,2019,8,21657.912703872
2019-08-19,Jobs,call,2019,8,57887.33335863
2019-08-19,Jobs,chat,2019,8,69.810176694
2019-08-19,Jobs,email,2019,8,18154.320160266
2019-08-19,Jobs,sms,2019,8,3802.81751991
2019-08-19,Property,call,2019,8,240307.214430816
2019-08-19,Property,call/sms,2019,8,49.292257834
2019-08-19,Property,chat,2019,8,36602.142904572
2019-08-19,Property,email,2019,8,3363.244796736
2019-08-19,Property,sms,2019,8,17860.303013604
2019-08-19,Services,call,2019,8,15202.754904726
2019-08-19,Services,chat,2019,8,1505.875866008
2019-08-19,Services,email,2019,8,79.779946362
2019-08-19,Services,sms,2019,8,730.069167924
2019-08-20,Auto,call,2019,8,225536.427679928
2019-08-20,Auto,call/sms,2019,8,10.827499358
2019-08-20,Auto,chat,2019,8,42726.719455494
2019-08-20,Auto,email,2019,8,1704.088907066
2019-08-20,Auto,sms,2019,8,20197.4025009
2019-08-20,Generalist,call,2019,8,161033.87002655
2019-08-20,Generalist,call/sms,2019,8,10.94969198
2019-08-20,Generalist,chat,2019,8,86736.380324066
2019-08-20,Generalist,email,2019,8,2103.53551478
2019-08-20,Generalist,sms,2019,8,21305.423195862
2019-08-20,Jobs,call,2019,8,54154.326015414
2019-08-20,Jobs,chat,2019,8,146.96879304
2019-08-20,Jobs,email,2019,8,16934.479178034
2019-08-20,Jobs,sms,2019,8,3696.265144956
2019-08-20,Property,call,2019,8,224077.600611548
2019-08-20,Property,call/sms,2019,8,22.653685386
2019-08-20,Property,chat,2019,8,34094.456670422
2019-08-20,Property,email,2019,8,3354.458826012
2019-08-20,Property,sms,2019,8,17814.554360004
2019-08-20,Services,call,2019,8,13489.663106934
2019-08-20,Services,chat,2019,8,1238.108203962
2019-08-20,Services,email,2019,8,53.32811773
2019-08-20,Services,sms,2019,8,740.82006773
2019-08-21,Auto,call,2019,8,222598.45747073
2019-08-21,Auto,call/sms,2019,8,10.827499358
2019-08-21,Auto,chat,2019,8,42679.577898644
2019-08-21,Auto,email,2019,8,1782.069827028
2019-08-21,Auto,sms,2019,8,20248.698611818
2019-08-21,Generalist,call,2019,8,164005.678588564
2019-08-21,Generalist,chat,2019,8,85671.561552704
2019-08-21,Generalist,email,2019,8,1994.122334436
2019-08-21,Generalist,sms,2019,8,22972.61284144
2019-08-21,Jobs,call,2019,8,50494.803068718
2019-08-21,Jobs,call/sms,2019,8,3.674219826
2019-08-21,Jobs,chat,2019,8,128.59769391
2019-08-21,Jobs,email,2019,8,15975.507803448
2019-08-21,Jobs,sms,2019,8,3244.336106358
2019-08-21,Property,call,2019,8,220923.71609988
2019-08-21,Property,call/sms,2019,8,49.249851556
2019-08-21,Property,chat,2019,8,36614.31419719
2019-08-21,Property,email,2019,8,3845.178414602
2019-08-21,Property,sms,2019,8,19785.593081306
2019-08-21,Services,call,2019,8,15381.356705328
2019-08-21,Services,chat,2019,8,1475.095456592
2019-08-21,Services,email,2019,8,60.395948676
2019-08-21,Services,sms,2019,8,865.556025302
2019-08-22,Auto,call,2019,8,204697.447437658
2019-08-22,Auto,call/sms,2019,8,21.484608138
2019-08-22,Auto,chat,2019,8,38686.663828466
2019-08-22,Auto,email,2019,8,1543.96824993
2019-08-22,Auto,sms,2019,8,18540.429404498
2019-08-22,Generalist,call,2019,8,158860.829045654
2019-08-22,Generalist,call/sms,2019,8,3.645238896
2019-08-22,Generalist,chat,2019,8,91605.5493419
2019-08-22,Generalist,email,2019,8,1999.342362874
2019-08-22,Generalist,sms,2019,8,20691.646075578
2019-08-22,Jobs,call,2019,8,45589.719601008
2019-08-22,Jobs,chat,2019,8,58.787517216
2019-08-22,Jobs,email,2019,8,13436.621903682
2019-08-22,Jobs,sms,2019,8,2946.724300452
2019-08-22,Property,call,2019,8,205552.98243677
2019-08-22,Property,call/sms,2019,8,30.098970126
2019-08-22,Property,chat,2019,8,30901.946557174
2019-08-22,Property,email,2019,8,3002.344422534
2019-08-22,Property,sms,2019,8,15116.226118702
2019-08-22,Services,call,2019,8,13705.355874092
2019-08-22,Services,chat,2019,8,1426.377843406
2019-08-22,Services,email,2019,8,129.698173156
2019-08-22,Services,sms,2019,8,777.747159872
2019-08-23,Auto,call,2019,8,208649.609447344
2019-08-23,Auto,call/sms,2019,8,10.706495976
2019-08-23,Auto,chat,2019,8,40027.649324666
2019-08-23,Auto,email,2019,8,1736.676012798
2019-08-23,Auto,sms,2019,8,19565.299782052
2019-08-23,Generalist,call,2019,8,162834.188565754
2019-08-23,Generalist,chat,2019,8,83937.031886048
2019-08-23,Generalist,email,2019,8,1821.325848672
2019-08-23,Generalist,sms,2019,8,22135.069758764
2019-08-23,Jobs,call,2019,8,37726.889173368
2019-08-23,Jobs,chat,2019,8,77.158616346
2019-08-23,Jobs,email,2019,8,11963.259753456
2019-08-23,Jobs,sms,2019,8,2656.460934198
2019-08-23,Property,call,2019,8,193176.782345932
2019-08-23,Property,call/sms,2019,8,15.032283232
2019-08-23,Property,chat,2019,8,29739.784329114
2019-08-23,Property,email,2019,8,2601.514804046
2019-08-23,Property,sms,2019,8,16903.553659132
2019-08-23,Services,call,2019,8,14085.033712208
2019-08-23,Services,chat,2019,8,1405.962128886
2019-08-23,Services,email,2019,8,38.247353794
2019-08-23,Services,sms,2019,8,757.47188229
2019-08-24,Auto,call,2019,8,199756.674403976
2019-08-24,Auto,call/sms,2019,8,3.640448178
2019-08-24,Auto,chat,2019,8,39673.431728158
2019-08-24,Auto,email,2019,8,1495.685081976
2019-08-24,Auto,sms,2019,8,20200.472075574
2019-08-24,Generalist,call,2019,8,160798.04073782
2019-08-24,Generalist,chat,2019,8,90620.629483696
2019-08-24,Generalist,email,2019,8,1697.830491856
2019-08-24,Generalist,sms,2019,8,23186.755568422
2019-08-24,Jobs,call,2019,8,28199.63716455
2019-08-24,Jobs,chat,2019,8,62.461737042
2019-08-24,Jobs,email,2019,8,8968.770595266
2019-08-24,Jobs,sms,2019,8,1943.662287954
2019-08-24,Property,call,2019,8,169118.834571362
2019-08-24,Property,call/sms,2019,8,7.52209468
2019-08-24,Property,chat,2019,8,27549.876113942
2019-08-24,Property,email,2019,8,1631.975712926
2019-08-24,Property,sms,2019,8,16657.649930194
2019-08-24,Services,call,2019,8,12061.980101544
2019-08-24,Services,chat,2019,8,1539.004963838
2019-08-24,Services,email,2019,8,87.568067812
2019-08-24,Services,sms,2019,8,947.244392286
2019-08-25,Auto,call,2019,8,212315.438047738
2019-08-25,Auto,call/sms,2019,8,3.568831992
2019-08-25,Auto,chat,2019,8,43686.184817746
2019-08-25,Auto,email,2019,8,1563.704446024
2019-08-25,Auto,sms,2019,8,21886.501808544
2019-08-25,Generalist,call,2019,8,164350.739386852
2019-08-25,Generalist,call/sms,2019,8,3.659214188
2019-08-25,Generalist,chat,2019,8,90475.628808048
2019-08-25,Generalist,email,2019,8,1861.73260678
2019-08-25,Generalist,sms,2019,8,25379.85371165
2019-08-25,Jobs,call,2019,8,24800.9838255
2019-08-25,Jobs,chat,2019,8,80.832836172
2019-08-25,Jobs,email,2019,8,8759.340065184
2019-08-25,Jobs,sms,2019,8,1844.458352652
2019-08-25,Property,call,2019,8,219491.893522594
2019-08-25,Property,call/sms,2019,8,11.32154699
